[0.38949999999999996, 0.3905000000000001, 0.39849999999999997, 0.3845000000000001, 0.3935000000000002]
[0.3995000000000002, 0.41449999999999987, 0.4109999999999999, 0.4380000000000001, 0.4154999999999999]
[0.4020000000000001, 0.4129999999999998, 0.412, 0.4134999999999999, 0.41749999999999987]
[0.40899999999999986, 0.39500000000000013, 0.4200000000000001, 0.41449999999999987, 0.4050000000000002]
[0.397, 0.40449999999999986, 0.4195000000000001, 0.41800000000000004, 0.4420000000000001]
[0.38000000000000006, 0.3885, 0.3990000000000001, 0.42300000000000004, 0.3995000000000002]
[0.3785, 0.4204999999999998, 0.3935000000000002, 0.4154999999999999, 0.4015000000000001]
[0.3879999999999999, 0.3920000000000001, 0.3890000000000002, 0.4074999999999998, 0.4234999999999997]
[0.417, 0.42849999999999994, 0.4200000000000001, 0.4225, 0.4109999999999999]
[0.4255, 0.4275000000000002, 0.42400000000000004, 0.4245000000000001, 0.4204999999999998]
[0.42499999999999977, 0.4115, 0.4195000000000001, 0.40899999999999986, 0.3825]
[0.42099999999999993, 0.41749999999999987, 0.40350000000000014, 0.4074999999999998, 0.4025000000000001]
